20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000
20.000000,19.982392,19.964961,19.947881,19.931337,19.915510,19.900600,19.886800,19.874339,19.863432,19.854346,19.847334,19.842719,19.840816,19.842027,19.846762,19.855545,19.868931,19.887632,19.912433,19.944348,19.984537,20.034512,20.096084,20.171637,20.264162,20.377685,20.517519,20.691074,20.908729,21.185769,21.545338,22.024505,22.685962,23.644252,25.128303,27.649268,32.499180,43.396405,72.434776,83.332655,88.183873,90.706787,92.193419,93.154903,93.820150,94.303671,94.668133,94.950562,95.174062,95.353861,95.500285,95.620664,95.720242,95.802941,95.871658,95.928642,95.975580,96.013806,96.044318,96.067900,96.085115,96.096379,96.101946,96.101946,96.096379,96.085115,96.067900,96.044318,96.013806,95.975580,95.928642,95.871658,95.802941,95.720242,95.620664,95.500285,95.353861,95.174062,94.950562,94.668133,94.303671,93.820150,93.154903,92.193419,90.706787,88.183873,83.332655,72.434776,43.396405,32.499180,27.649268,25.128303,23.644252,22.685962,22.024505,21.545338,21.185769,20.908729,20.691074,20.517519,20.377685,20.264162,20.171637,20.096084,20.034512,19.984537,19.944348,19.912433,19.887632,19.868931,19.855545,19.846762,19.842027,19.840816,19.842719,19.847334,19.854346,19.863432,19.874339,19.886800,19.900600,19.915510,19.931337,19.947881,19.964961,19.982392,20.000000
20.000000,19.964757,19.929862,19.895673,19.862539,19.830844,19.800956,19.773297,19.748271,19.726364,19.708038,19.693869,19.684416,19.680384,19.682479,19.691604,19.708687,19.734926,19.771605,19.820377,19.883093,19.962145,20.060324,20.181270,20.329414,20.510624,20.732379,21.004826,21.341570,21.761781,22.292725,22.974981,23.870622,25.079180,26.766828,29.223962,32.973852,38.955491,48.656097,63.014653,72.716569,78.700820,82.454611,84.916905,86.610948,87.827084,88.731445,89.423489,89.965227,90.397134,90.746390,91.032027,91.267532,91.462868,91.625358,91.760629,91.872903,91.965511,92.040961,92.101249,92.147847,92.181893,92.204163,92.215176,92.215176,92.204163,92.181893,92.147847,92.101249,92.040961,91.965511,91.872903,91.760629,91.625358,91.462868,91.267532,91.032027,90.746390,90.397134,89.965227,89.423489,88.731445,87.827084,86.610948,84.916905,82.454611,78.700820,72.716569,63.014653,48.656097,38.955491,32.973852,29.223962,26.766828,25.079180,23.870622,22.974981,22.292725,21.761781,21.341570,21.004826,20.732379,20.510624,20.329414,20.181270,20.060324,19.962145,19.883093,19.820377,19.771605,19.734926,19.708687,19.691604,19.682479,19.680384,19.684416,19.693869,19.708038,19.726364,19.748271,19.773297,19.800956,19.830844,19.862539,19.895673,19.929862,19.964757,20.000000
20.000000,19.947066,19.894654,19.843280,19.793491,19.745818,19.700856,19.659172,19.621434,19.588280,19.560485,19.538796,19.524148,19.517458,19.519891,19.532626,19.557173,19.595113,19.648478,19.719480,19.810971,19.926183,20.069297,20.245251,20.460493,20.722959,21.043171,21.434659,21.915797,22.511319,23.255961,24.198840,25.411794,27.001277,29.128257,32.035190,36.075380,41.701508,49.266867,58.260177,65.827503,71.457553,75.503593,78.418277,80.554849,82.155717,83.381756,84.339345,85.100190,85.713299,86.213231,86.624571,86.965455,87.249210,87.486048,87.683637,87.848022,87.983779,88.094574,88.183157,88.251711,88.301804,88.334601,88.350817,88.350817,88.334601,88.301804,88.251711,88.183157,88.094574,87.983779,87.848022,87.683637,87.486048,87.249210,86.965455,86.624571,86.213231,85.713299,85.100190,84.339345,83.381756,82.155717,80.554849,78.418277,75.503593,71.457553,65.827503,58.260177,49.266867,41.701508,36.075380,32.035190,29.128257,27.001277,25.411794,24.198840,23.255961,22.511319,21.915797,21.434659,21.043171,20.722959,20.460493,20.245251,20.069297,19.926183,19.810971,19.719480,19.648478,19.595113,19.557173,19.532626,19.519891,19.517458,19.524148,19.538796,19.560485,19.588280,19.621434,19.659172,19.700856,19.745818,19.793491,19.843280,19.894654,19.947066,20.000000
20.000000,19.929298,19.859276,19.790635,19.724059,19.660296,19.600062,19.544182,19.493437,19.448768,19.411068,19.381443,19.360961,19.350973,19.352810,19.368180,19.398822,19.446969,19.514986,19.605912,19.723093,19.870834,20.054059,20.279131,20.553619,20.887375,21.292578,21.785293,22.386130,23.122782,24.032027,25.164248,26.588065,28.398058,30.721902,33.725879,37.603663,42.521525,48.462889,54.945413,60.889402,65.812493,69.698088,72.712402,75.049057,76.874238,78.315537,79.467391,80.398297,81.158440,81.784427,82.303682,82.736586,83.098850,83.402344,83.656459,83.868355,84.043799,84.187172,84.302012,84.390941,84.456008,84.498610,84.519692,84.519692,84.498610,84.456008,84.390941,84.302012,84.187172,84.043799,83.868355,83.656459,83.402344,83.098850,82.736586,82.303682,81.784427,81.158440,80.398297,79.467391,78.315537,76.874238,75.049057,72.712402,69.698088,65.812493,60.889402,54.945413,48.462889,42.521525,37.603663,33.725879,30.721902,28.398058,26.588065,25.164248,24.032027,23.122782,22.386130,21.785293,21.292578,20.887375,20.553619,20.279131,20.054059,19.870834,19.723093,19.605912,19.514986,19.446969,19.398822,19.368180,19.352810,19.350973,19.360961,19.381443,19.411068,19.448768,19.493437,19.544182,19.600062,19.660296,19.724059,19.790635,19.859276,19.929298,20.000000
20.000000,19.911427,19.823699,19.737651,19.654169,19.574109,19.498430,19.428042,19.364019,19.307373,19.259342,19.221103,19.194131,19.179856,19.180097,19.196664,19.231877,19.288125,19.368474,19.476195,19.615487,19.791002,20.008708,20.275463,20.600080,20.993048,21.467913,22.041313,22.734893,23.575939,24.600139,25.853099,27.393932,29.296754,31.651909,34.559234,38.109060,42.335194,47.135611,52.186997,56.990695,61.223375,64.782968,67.703235,70.074414,71.996260,73.558970,74.836537,75.887864,76.758381,77.483489,78.090235,78.599882,79.028744,79.389872,79.693320,79.947263,80.157985,80.330628,80.469086,80.576497,80.655126,80.706670,80.732174,80.732174,80.706670,80.655126,80.576497,80.469086,80.330628,80.157985,79.947263,79.693320,79.389872,79.028744,78.599882,78.090235,77.483489,76.758381,75.887864,74.836537,73.558970,71.996260,70.074414,67.703235,64.782968,61.223375,56.990695,52.186997,47.135611,42.335194,38.109060,34.559234,31.651909,29.296754,27.393932,25.853099,24.600139,23.575939,22.734893,22.041313,21.467913,20.993048,20.600080,20.275463,20.008708,19.791002,19.615487,19.476195,19.368474,19.288125,19.231877,19.196664,19.180097,19.179856,19.194131,19.221103,19.259342,19.307373,19.364019,19.428042,19.498430,19.574109,19.654169,19.737651,19.823699,19.911427,20.000000
20.000000,19.893443,19.787871,19.684297,19.583710,19.487188,19.395761,19.310612,19.232857,19.163834,19.104805,19.057330,19.022895,19.003382,19.000617,19.016938,19.054683,19.116853,19.206553,19.327766,19.484757,19.682983,19.928501,20.229033,20.593435,21.032981,21.560972,22.194327,22.953428,23.864095,24.957677,26.273175,27.856911,29.763125,32.049737,34.770973,37.958996,41.596309,45.579041,49.698807,53.685482,57.330653,60.530416,63.267193,65.573071,67.502138,69.112196,70.457275,71.583525,72.529656,73.326779,74.000323,74.570346,75.053255,75.461915,75.806941,76.096609,76.337795,76.535789,76.694963,76.818574,76.909211,76.968645,76.998081,76.998081,76.968645,76.909211,76.818574,76.694963,76.535789,76.337795,76.096609,75.806941,75.461915,75.053255,74.570346,74.000323,73.326779,72.529656,71.583525,70.457275,69.112196,67.502138,65.573071,63.267193,60.530416,57.330653,53.685482,49.698807,45.579041,41.596309,37.958996,34.770973,32.049737,29.763125,27.856911,26.273175,24.957677,23.864095,22.953428,22.194327,21.560972,21.032981,20.593435,20.229033,19.928501,19.682983,19.484757,19.327766,19.206553,19.116853,19.054683,19.016938,19.000617,19.003382,19.022895,19.057330,19.104805,19.163834,19.232857,19.310612,19.395761,19.487188,19.583710,19.684297,19.787871,19.893443,20.000000
20.000000,19.875328,19.751790,19.630506,19.512663,19.399403,19.292004,19.191676,19.099836,19.017813,18.947229,18.889606,18.846852,18.820783,18.813712,18.827894,18.866218,18.931585,19.027715,19.158467,19.328769,19.543905,19.810588,20.136239,20.530231,21.003199,21.568483,22.241505,23.041397,23.990391,25.115436,26.447172,28.020650,29.872326,32.037236,34.540187,37.384960,40.537267,43.911732,47.369936,50.749001,53.910491,56.768969,59.290085,61.477495,63.355898,64.960134,66.326496,67.489752,68.480313,69.324743,70.044959,70.659584,71.183616,71.629736,72.008014,72.326976,72.593296,72.812608,72.989212,73.126660,73.227520,73.293751,73.326554,73.326554,73.293751,73.227520,73.126660,72.989212,72.812608,72.593296,72.326976,72.008014,71.629736,71.183616,70.659584,70.044959,69.324743,68.480313,67.489752,66.326496,64.960134,63.355898,61.477495,59.290085,56.768969,53.910491,50.749001,47.369936,43.911732,40.537267,37.384960,34.540187,32.037236,29.872326,28.020650,26.447172,25.115436,23.990391,23.041397,22.241505,21.568483,21.003199,20.530231,20.136239,19.810588,19.543905,19.328769,19.158467,19.027715,18.931585,18.866218,18.827894,18.813712,18.820783,18.846852,18.889606,18.947229,19.017813,19.099836,19.191676,19.292004,19.399403,19.512663,19.630506,19.751790,19.875328,20.000000
20.000000,19.857085,19.715420,19.576292,19.440953,19.310766,19.187027,19.071222,18.964740,18.869245,18.786285,18.717778,18.665514,18.631765,18.618686,18.629040,18.665519,18.731578,18.830682,18.967269,19.145928,19.372494,19.653182,19.995822,20.408963,20.903261,21.490554,22.185362,23.003897,23.965521,25.091428,26.405596,27.932366,29.695702,31.714076,33.996184,36.531942,39.285821,42.190363,45.151055,48.060864,50.825243,53.376691,55.679575,57.723721,59.517644,61.079673,62.433502,63.603264,64.612564,65.482300,66.231343,66.875501,67.428654,67.902101,68.305670,68.647202,68.933472,69.169762,69.360570,69.509263,69.618583,69.690398,69.726006,69.726006,69.690398,69.618583,69.509263,69.360570,69.169762,68.933472,68.647202,68.305670,67.902101,67.428654,66.875501,66.231343,65.482300,64.612564,63.603264,62.433502,61.079673,59.517644,57.723721,55.679575,53.376691,50.825243,48.060864,45.151055,42.190363,39.285821,36.531942,33.996184,31.714076,29.695702,27.932366,26.405596,25.091428,23.965521,23.003897,22.185362,21.490554,20.903261,20.408963,19.995822,19.653182,19.372494,19.145928,18.967269,18.830682,18.731578,18.665519,18.629040,18.618686,18.631765,18.665514,18.717778,18.786285,18.869245,18.964740,19.071222,19.187027,19.310766,19.440953,19.576292,19.715420,19.857085,20.000000
20.000000,19.838705,19.678790,19.521618,19.368629,19.221205,19.080889,18.949129,18.827622,18.717940,18.621998,18.541563,18.478853,18.435931,18.415431,18.419847,18.452388,18.516167,18.615184,18.753429,18.935995,19.168108,19.456365,19.807698,20.230738,20.734713,21.330899,22.031407,22.850628,23.803757,24.907957,26.180233,27.637732,29.294238,31.158764,33.230065,35.493700,37.916537,40.447003,43.017128,45.553522,47.988190,50.269486,52.364207,54.257758,55.948766,57.446005,58.763065,59.916752,60.923795,61.800895,62.562871,63.223503,63.794398,64.286045,64.707003,65.064898,65.365788,65.614994,65.816601,65.974093,66.089981,66.166231,66.204039,66.204039,66.166231,66.089981,65.974093,65.816601,65.614994,65.365788,65.064898,64.707003,64.286045,63.794398,63.223503,62.562871,61.800895,60.923795,59.916752,58.763065,57.446005,55.948766,54.257758,52.364207,50.269486,47.988190,45.553522,43.017128,40.447003,37.916537,35.493700,33.230065,31.158764,29.294238,27.637732,26.180233,24.907957,23.803757,22.850628,22.031407,21.330899,20.734713,20.230738,19.807698,19.456365,19.168108,18.935995,18.753429,18.615184,18.516167,18.452388,18.419847,18.415431,18.435931,18.478853,18.541563,18.621998,18.717940,18.827622,18.949129,19.080889,19.221205,19.368629,19.521618,19.678790,19.838705,20.000000
